sale_id,date,store_id,product_id,quantity_sold,unit_price,revenue
91,2024-05-01,12,106,1,3.2,3.2
92,2024-05-01,12,103,1,3.9,3.9
93,2024-05-01,12,108,1,4.5,4.5
94,2024-05-01,12,108,1,4.5,4.5
95,2024-05-02,1,109,1,2.2,2.2
96,2024-05-02,1,108,1,4.5,4.5
97,2024-05-02,1,103,1,3.9,3.9
98,2024-05-02,1,103,1,3.9,3.9
99,2024-05-02,1,102,1,4.0,4.0
100,2024-05-02,1,109,1,2.2,2.2
101,2024-05-02,1,105,1,4.1,4.1
102,2024-05-02,2,108,3,4.5,13.5
103,2024-05-02,2,102,1,4.0,4.0
104,2024-05-02,2,104,1,4.2,4.2
105,2024-05-02,2,109,1,2.2,2.2
106,2024-05-02,2,108,1,4.5,4.5
107,2024-05-02,2,104,1,4.2,4.2
108,2024-05-02,2,106,2,3.2,6.4
109,2024-05-02,2,101,1,3.8,3.8
110,2024-05-02,2,105,3,4.1,12.3
111,2024-05-02,3,109,2,2.2,4.4
112,2024-05-02,3,109,2,2.2,4.4
113,2024-05-02,3,103,2,3.9,7.8
114,2024-05-02,3,107,2,3.5,7.0
115,2024-05-02,3,106,1,3.2,3.2
116,2024-05-02,3,106,1,3.2,3.2
117,2024-05-02,3,102,1,4.0,4.0
118,2024-05-02,3,107,1,3.5,3.5
119,2024-05-02,4,103,1,3.9,3.9
120,2024-05-02,4,101,3,3.8,11.4
121,2024-05-02,4,103,1,3.9,3.9
122,2024-05-02,4,108,1,4.5,4.5
123,2024-05-02,4,102,1,4.0,4.0
124,2024-05-02,4,110,1,3.4,3.4
125,2024-05-02,4,107,1,3.5,3.5
126,2024-05-02,4,103,3,3.9,11.7
127,2024-05-02,5,104,1,4.2,4.2
128,2024-05-02,5,106,1,3.2,3.2
129,2024-05-02,5,108,1,4.5,4.5
130,2024-05-02,5,108,1,4.5,4.5
131,2024-05-02,5,105,1,4.1,4.1
132,2024-05-02,5,106,1,3.2,3.2
133,2024-05-02,5,102,1,4.0,4.0
134,2024-05-02,6,105,1,4.1,4.1
135,2024-05-02,6,103,2,3.9,7.8
136,2024-05-02,6,106,1,3.2,3.2
137,2024-05-02,6,103,2,3.9,7.8
138,2024-05-02,6,101,1,3.8,3.8
139,2024-05-02,6,108,1,4.5,4.5
140,2024-05-02,6,104,1,4.2,4.2
141,2024-05-02,6,108,1,4.5,4.5
142,2024-05-02,6,103,1,3.9,3.9
143,2024-05-02,7,101,1,3.8,3.8
144,2024-05-02,7,101,1,3.8,3.8
145,2024-05-02,7,102,1,4.0,4.0
146,2024-05-02,7,107,1,3.5,3.5
147,2024-05-02,7,106,1,3.2,3.2
148,2024-05-02,7,105,1,4.1,4.1
149,2024-05-02,7,106,2,3.2,6.4
150,2024-05-02,7,106,2,3.2,6.4
151,2024-05-02,7,103,1,3.9,3.9
152,2024-05-02,8,106,1,3.2,3.2
153,2024-05-02,8,108,1,4.5,4.5
154,2024-05-02,8,107,3,3.5,10.5
155,2024-05-02,8,108,2,4.5,9.0
156,2024-05-02,8,107,2,3.5,7.0
157,2024-05-02,8,104,1,4.2,4.2
158,2024-05-02,8,105,2,4.1,8.2
159,2024-05-02,9,108,1,4.5,4.5
160,2024-05-02,9,102,1,4.0,4.0
161,2024-05-02,9,102,1,4.0,4.0
162,2024-05-02,9,106,1,3.2,3.2
163,2024-05-02,9,103,1,3.9,3.9
164,2024-05-02,9,102,1,4.0,4.0
165,2024-05-02,9,105,1,4.1,4.1
166,2024-05-02,9,107,2,3.5,7.0
167,2024-05-02,9,108,1,4.5,4.5
168,2024-05-02,10,105,1,4.1,4.1
169,2024-05-02,10,105,1,4.1,4.1
170,2024-05-02,10,108,2,4.5,9.0
171,2024-05-02,10,105,1,4.1,4.1
172,2024-05-02,10,102,1,4.0,4.0
173,2024-05-02,10,108,1,4.5,4.5
174,2024-05-02,10,104,3,4.2,12.6
175,2024-05-02,10,105,1,4.1,4.1
176,2024-05-02,10,106,1,3.2,3.2
177,2024-05-02,10,102,1,4.0,4.0
178,2024-05-02,11,104,1,4.2,4.2
179,2024-05-02,11,102,1,4.0,4.0
180,2024-05-02,11,110,1,3.4,3.4
181,2024-05-02,11,101,1,3.8,3.8
182,2024-05-02,11,102,1,4.0,4.0
183,2024-05-02,11,103,1,3.9,3.9
184,2024-05-02,11,101,1,3.8,3.8
185,2024-05-02,11,101,1,3.8,3.8
186,2024-05-02,11,104,1,4.2,4.2
187,2024-05-02,12,105,2,4.1,8.2
188,2024-05-02,12,103,3,3.9,11.7
189,2024-05-02,12,106,3,3.2,9.6
190,2024-05-02,12,101,2,3.8,7.6
191,2024-05-02,12,107,1,3.5,3.5
192,2024-05-02,12,106,1,3.2,3.2
193,2024-05-02,12,106,1,3.2,3.2
194,2024-05-02,12,108,1,4.5,4.5
195,2024-05-03,1,108,2,4.5,9.0
196,2024-05-03,1,102,1,4.0,4.0
197,2024-05-03,1,103,1,3.9,3.9
198,2024-05-03,1,107,1,3.5,3.5
199,2024-05-03,1,110,1,3.4,3.4
200,2024-05-03,1,105,1,4.1,4.1
201,2024-05-03,1,110,1,3.4,3.4
202,2024-05-03,2,101,2,3.8,7.6
203,2024-05-03,2,102,1,4.0,4.0
204,2024-05-03,2,105,1,4.1,4.1
205,2024-05-03,2,105,1,4.1,4.1
206,2024-05-03,2,102,1,4.0,4.0
207,2024-05-03,2,108,2,4.5,9.0
208,2024-05-03,2,108,2,4.5,9.0
209,2024-05-03,2,103,1,3.9,3.9
210,2024-05-03,2,106,1,3.2,3.2
211,2024-05-03,3,104,1,4.2,4.2
212,2024-05-03,3,103,1,3.9,3.9
213,2024-05-03,3,107,1,3.5,3.5
214,2024-05-03,3,105,3,4.1,12.3
215,2024-05-03,3,107,1,3.5,3.5
216,2024-05-03,3,102,1,4.0,4.0
217,2024-05-03,3,107,1,3.5,3.5
218,2024-05-03,3,104,1,4.2,4.2
219,2024-05-03,3,107,1,3.5,3.5
220,2024-05-03,3,110,3,3.4,10.2
221,2024-05-03,4,102,1,4.0,4.0
222,2024-05-03,4,103,1,3.9,3.9
223,2024-05-03,4,101,1,3.8,3.8
224,2024-05-03,4,106,1,3.2,3.2
225,2024-05-03,4,106,2,3.2,6.4
226,2024-05-03,4,107,1,3.5,3.5
227,2024-05-03,4,101,1,3.8,3.8
228,2024-05-03,4,106,2,3.2,6.4
229,2024-05-03,5,104,1,4.2,4.2
230,2024-05-03,5,107,1,3.5,3.5
231,2024-05-03,5,103,2,3.9,7.8
232,2024-05-03,5,108,1,4.5,4.5
233,2024-05-03,5,105,2,4.1,8.2
234,2024-05-03,5,103,3,3.9,11.7
235,2024-05-03,5,103,1,3.9,3.9
236,2024-05-03,5,109,2,2.2,4.4
237,2024-05-03,5,101,1,3.8,3.8
238,2024-05-03,5,101,1,3.8,3.8
239,2024-05-03,6,102,1,4.0,4.0
240,2024-05-03,6,107,1,3.5,3.5
241,2024-05-03,6,102,1,4.0,4.0
242,2024-05-03,6,104,2,4.2,8.4
243,2024-05-03,6,108,1,4.5,4.5
244,2024-05-03,6,106,1,3.2,3.2
245,2024-05-03,6,104,2,4.2,8.4
246,2024-05-03,7,101,2,3.8,7.6
247,2024-05-03,7,108,2,4.5,9.0
248,2024-05-03,7,105,1,4.1,4.1
249,2024-05-03,7,107,1,3.5,3.5
250,2024-05-03,7,104,1,4.2,4.2
251,2024-05-03,7,108,1,4.5,4.5
252,2024-05-03,7,101,1,3.8,3.8
253,2024-05-03,7,108,1,4.5,4.5
254,2024-05-03,8,110,1,3.4,3.4
255,2024-05-03,8,106,1,3.2,3.2
256,2024-05-03,8,107,1,3.5,3.5
257,2024-05-03,8,108,2,4.5,9.0
258,2024-05-03,8,110,1,3.4,3.4
259,2024-05-03,8,103,1,3.9,3.9
260,2024-05-03,8,102,1,4.0,4.0
261,2024-05-03,9,107,2,3.5,7.0
262,2024-05-03,9,107,1,3.5,3.5
263,2024-05-03,9,101,3,3.8,11.4
264,2024-05-03,9,104,1,4.2,4.2
265,2024-05-03,9,105,1,4.1,4.1
266,2024-05-03,9,105,1,4.1,4.1
267,2024-05-03,9,106,1,3.2,3.2
268,2024-05-03,9,102,1,4.0,4.0
269,2024-05-03,9,106,1,3.2,3.2
270,2024-05-03,10,107,1,3.5,3.5
271,2024-05-03,10,106,1,3.2,3.2
272,2024-05-03,10,106,1,3.2,3.2
273,2024-05-03,10,101,1,3.8,3.8
274,2024-05-03,10,108,1,4.5,4.5
275,2024-05-03,10,105,3,4.1,12.3
276,2024-05-03,10,103,1,3.9,3.9
277,2024-05-03,10,103,1,3.9,3.9
278,2024-05-03,11,107,2,3.5,7.0
279,2024-05-03,11,107,2,3.5,7.0
280,2024-05-03,11,104,1,4.2,4.2
281,2024-05-03,11,103,1,3.9,3.9
282,2024-05-03,11,106,1,3.2,3.2
283,2024-05-03,11,105,1,4.1,4.1
284,2024-05-03,11,105,2,4.1,8.2
285,2024-05-03,11,108,1,4.5,4.5
286,2024-05-03,12,102,1,4.0,4.0
287,2024-05-03,12,108,2,4.5,9.0
288,2024-05-03,12,104,1,4.2,4.2
289,2024-05-03,12,103,3,3.9,11.7
290,2024-05-03,12,101,2,3.8,7.6
291,2024-05-03,12,105,1,4.1,4.1
292,2024-05-03,12,103,3,3.9,11.7
293,2024-05-03,12,102,1,4.0,4.0
294,2024-05-03,12,108,1,4.5,4.5
295,2024-05-03,12,103,2,3.9,7.8
296,2024-05-04,1,110,2,3.4,6.8
297,2024-05-04,1,101,1,3.8,3.8
298,2024-05-04,1,107,3,3.5,10.5
299,2024-05-04,1,107,3,3.5,10.5
300,2024-05-04,1,108,2,4.5,9.0
301,2024-05-04,1,105,2,4.1,8.2
302,2024-05-04,1,101,1,3.8,3.8
303,2024-05-04,1,104,1,4.2,4.2
304,2024-05-04,1,104,1,4.2,4.2
305,2024-05-04,1,102,1,4.0,4.0
306,2024-05-04,2,104,1,4.2,4.2
307,2024-05-04,2,107,1,3.5,3.5
308,2024-05-04,2,102,2,4.0,8.0
309,2024-05-04,2,106,1,3.2,3.2
310,2024-05-04,2,110,1,3.4,3.4
311,2024-05-04,2,105,1,4.1,4.1
312,2024-05-04,2,102,2,4.0,8.0
313,2024-05-04,2,102,1,4.0,4.0
314,2024-05-04,3,110,1,3.4,3.4
315,2024-05-04,3,107,1,3.5,3.5
316,2024-05-04,3,108,2,4.5,9.0
317,2024-05-04,3,110,2,3.4,6.8
318,2024-05-04,3,109,1,2.2,2.2
319,2024-05-04,3,104,1,4.2,4.2
320,2024-05-04,3,108,2,4.5,9.0
321,2024-05-04,3,106,1,3.2,3.2
322,2024-05-04,3,109,1,2.2,2.2
323,2024-05-04,4,102,1,4.0,4.0
324,2024-05-04,4,102,1,4.0,4.0
325,2024-05-04,4,104,1,4.2,4.2
326,2024-05-04,4,105,1,4.1,4.1
327,2024-05-04,4,109,1,2.2,2.2
328,2024-05-04,4,107,3,3.5,10.5
329,2024-05-04,4,102,2,4.0,8.0
330,2024-05-04,4,104,1,4.2,4.2
331,2024-05-04,4,110,3,3.4,10.2
332,2024-05-04,4,107,1,3.5,3.5
333,2024-05-04,5,103,1,3.9,3.9
334,2024-05-04,5,105,1,4.1,4.1
335,2024-05-04,5,107,1,3.5,3.5
336,2024-05-04,5,101,1,3.8,3.8
337,2024-05-04,5,110,2,3.4,6.8
338,2024-05-04,5,101,1,3.8,3.8
339,2024-05-04,5,105,1,4.1,4.1
340,2024-05-04,5,101,2,3.8,7.6
341,2024-05-04,5,102,1,4.0,4.0
342,2024-05-04,5,103,1,3.9,3.9
343,2024-05-04,6,105,1,4.1,4.1
344,2024-05-04,6,107,1,3.5,3.5
345,2024-05-04,6,108,1,4.5,4.5
346,2024-05-04,6,109,1,2.2,2.2
347,2024-05-04,6,102,3,4.0,12.0
348,2024-05-04,6,106,3,3.2,9.6
349,2024-05-04,6,105,1,4.1,4.1
350,2024-05-04,6,101,2,3.8,7.6
351,2024-05-04,6,106,1,3.2,3.2
352,2024-05-04,6,108,3,4.5,13.5
353,2024-05-04,7,106,3,3.2,9.6
354,2024-05-04,7,106,1,3.2,3.2
355,2024-05-04,7,106,1,3.2,3.2
356,2024-05-04,7,106,1,3.2,3.2
357,2024-05-04,7,103,1,3.9,3.9
358,2024-05-04,7,106,3,3.2,9.6
359,2024-05-04,7,104,1,4.2,4.2
360,2024-05-04,8,102,2,4.0,8.0
361,2024-05-04,8,102,1,4.0,4.0
362,2024-05-04,8,101,1,3.8,3.8
363,2024-05-04,8,104,1,4.2,4.2
364,2024-05-04,8,108,1,4.5,4.5
365,2024-05-04,8,104,2,4.2,8.4
366,2024-05-04,8,103,1,3.9,3.9
367,2024-05-04,9,106,1,3.2,3.2
368,2024-05-04,9,105,1,4.1,4.1
369,2024-05-04,9,103,2,3.9,7.8
370,2024-05-04,9,101,1,3.8,3.8
371,2024-05-04,9,101,1,3.8,3.8
372,2024-05-04,9,108,1,4.5,4.5
373,2024-05-04,9,105,1,4.1,4.1
374,2024-05-04,9,106,2,3.2,6.4
375,2024-05-04,9,103,1,3.9,3.9
376,2024-05-04,9,108,2,4.5,9.0
377,2024-05-04,10,104,1,4.2,4.2
378,2024-05-04,10,107,1,3.5,3.5
379,2024-05-04,10,102,1,4.0,4.0
380,2024-05-04,10,101,1,3.8,3.8
381,2024-05-04,10,104,2,4.2,8.4
382,2024-05-04,10,101,1,3.8,3.8
383,2024-05-04,10,104,1,4.2,4.2
384,2024-05-04,10,108,1,4.5,4.5
385,2024-05-04,10,107,1,3.5,3.5
386,2024-05-04,10,107,2,3.5,7.0
387,2024-05-04,11,110,1,3.4,3.4
388,2024-05-04,11,106,1,3.2,3.2
389,2024-05-04,11,104,1,4.2,4.2
390,2024-05-04,11,106,2,3.2,6.4
391,2024-05-04,11,107,2,3.5,7.0
392,2024-05-04,11,109,1,2.2,2.2
393,2024-05-04,11,108,1,4.5,4.5
394,2024-05-04,12,102,2,4.0,8.0
395,2024-05-04,12,104,2,4.2,8.4
396,2024-05-04,12,107,1,3.5,3.5
397,2024-05-04,12,106,1,3.2,3.2
398,2024-05-04,12,105,1,4.1,4.1
399,2024-05-04,12,102,1,4.0,4.0
400,2024-05-04,12,103,1,3.9,3.9
401,2024-05-04,12,106,1,3.2,3.2
402,2024-05-05,1,107,1,3.5,3.5
403,2024-05-05,1,105,1,4.1,4.1
404,2024-05-05,1,103,1,3.9,3.9
405,2024-05-05,1,105,1,4.1,4.1
406,2024-05-05,1,108,1,4.5,4.5
407,2024-05-05,1,102,3,4.0,12.0
408,2024-05-05,1,101,1,3.8,3.8
409,2024-05-05,2,107,1,3.5,3.5
410,2024-05-05,2,102,1,4.0,4.0
411,2024-05-05,2,102,1,4.0,4.0
412,2024-05-05,2,103,2,3.9,7.8
413,2024-05-05,2,106,1,3.2,3.2
414,2024-05-05,2,107,1,3.5,3.5
415,2024-05-05,2,110,1,3.4,3.4
416,2024-05-05,2,108,1,4.5,4.5
417,2024-05-05,3,101,3,3.8,11.4
418,2024-05-05,3,103,1,3.9,3.9
419,2024-05-05,3,107,1,3.5,3.5
420,2024-05-05,3,106,1,3.2,3.2
421,2024-05-05,3,104,1,4.2,4.2
422,2024-05-05,3,102,1,4.0,4.0
423,2024-05-05,3,106,1,3.2,3.2
424,2024-05-05,3,103,1,3.9,3.9
425,2024-05-05,3,107,1,3.5,3.5
426,2024-05-05,4,101,1,3.8,3.8
427,2024-05-05,4,101,2,3.8,7.6
428,2024-05-05,4,106,3,3.2,9.6
429,2024-05-05,4,107,2,3.5,7.0
430,2024-05-05,4,107,1,3.5,3.5
431,2024-05-05,4,108,1,4.5,4.5
432,2024-05-05,4,108,1,4.5,4.5
433,2024-05-05,4,105,1,4.1,4.1
434,2024-05-05,5,108,1,4.5,4.5
435,2024-05-05,5,105,1,4.1,4.1
436,2024-05-05,5,102,2,4.0,8.0
437,2024-05-05,5,101,1,3.8,3.8
438,2024-05-05,5,105,1,4.1,4.1
439,2024-05-05,5,109,1,2.2,2.2
440,2024-05-05,5,108,1,4.5,4.5
441,2024-05-05,5,108,1,4.5,4.5
442,2024-05-05,5,101,2,3.8,7.6
443,2024-05-05,6,109,1,2.2,2.2
444,2024-05-05,6,101,1,3.8,3.8
445,2024-05-05,6,109,1,2.2,2.2
446,2024-05-05,6,110,1,3.4,3.4
447,2024-05-05,6,103,1,3.9,3.9
448,2024-05-05,6,107,1,3.5,3.5
449,2024-05-05,6,103,1,3.9,3.9
450,2024-05-05,6,103,3,3.9,11.7
451,2024-05-05,6,106,1,3.2,3.2
452,2024-05-05,7,110,3,3.4,10.2
453,2024-05-05,7,107,1,3.5,3.5
454,2024-05-05,7,106,1,3.2,3.2
455,2024-05-05,7,105,2,4.1,8.2
456,2024-05-05,7,108,3,4.5,13.5
457,2024-05-05,7,109,1,2.2,2.2
458,2024-05-05,7,105,1,4.1,4.1
459,2024-05-05,7,101,1,3.8,3.8
460,2024-05-05,8,101,1,3.8,3.8
461,2024-05-05,8,101,1,3.8,3.8
462,2024-05-05,8,104,1,4.2,4.2
463,2024-05-05,8,108,1,4.5,4.5
464,2024-05-05,8,104,1,4.2,4.2
465,2024-05-05,8,108,2,4.5,9.0
466,2024-05-05,8,102,1,4.0,4.0
467,2024-05-05,8,104,3,4.2,12.6
468,2024-05-05,8,108,2,4.5,9.0
469,2024-05-05,8,101,1,3.8,3.8
470,2024-05-05,9,109,1,2.2,2.2
471,2024-05-05,9,110,1,3.4,3.4
472,2024-05-05,9,102,1,4.0,4.0
473,2024-05-05,9,104,2,4.2,8.4
474,2024-05-05,9,106,2,3.2,6.4
475,2024-05-05,9,102,2,4.0,8.0
476,2024-05-05,9,106,1,3.2,3.2
477,2024-05-05,9,104,1,4.2,4.2
478,2024-05-05,9,107,1,3.5,3.5
479,2024-05-05,9,105,1,4.1,4.1
480,2024-05-05,10,107,2,3.5,7.0
481,2024-05-05,10,105,1,4.1,4.1
482,2024-05-05,10,101,1,3.8,3.8
483,2024-05-05,10,101,2,3.8,7.6
484,2024-05-05,10,106,1,3.2,3.2
485,2024-05-05,10,102,1,4.0,4.0
486,2024-05-05,10,103,1,3.9,3.9
487,2024-05-05,10,106,1,3.2,3.2
488,2024-05-05,11,108,2,4.5,9.0
489,2024-05-05,11,107,1,3.5,3.5
490,2024-05-05,11,102,1,4.0,4.0
491,2024-05-05,11,103,2,3.9,7.8
492,2024-05-05,11,104,2,4.2,8.4
493,2024-05-05,11,104,1,4.2,4.2
494,2024-05-05,11,108,1,4.5,4.5
495,2024-05-05,11,105,1,4.1,4.1
496,2024-05-05,12,103,1,3.9,3.9
497,2024-05-05,12,109,3,2.2,6.6
498,2024-05-05,12,104,1,4.2,4.2
499,2024-05-05,12,105,3,4.1,12.3
500,2024-05-05,12,101,1,3.8,3.8
501,2024-05-05,12,101,1,3.8,3.8
502,2024-05-05,12,108,1,4.5,4.5
503,2024-05-05,12,101,1,3.8,3.8
504,2024-05-05,12,103,1,3.9,3.9
505,2024-05-05,12,107,3,3.5,10.5
506,2024-05-06,1,106,1,3.2,3.2
507,2024-05-06,1,107,1,3.5,3.5
508,2024-05-06,1,101,2,3.8,7.6
509,2024-05-06,1,102,1,4.0,4.0
510,2024-05-06,1,110,1,3.4,3.4
511,2024-05-06,1,106,1,3.2,3.2
512,2024-05-06,1,106,2,3.2,6.4
513,2024-05-06,1,101,2,3.8,7.6
514,2024-05-06,1,105,1,4.1,4.1
515,2024-05-06,1,107,1,3.5,3.5
516,2024-05-06,2,105,1,4.1,4.1
517,2024-05-06,2,107,2,3.5,7.0
518,2024-05-06,2,106,1,3.2,3.2
519,2024-05-06,2,109,1,2.2,2.2
520,2024-05-06,2,101,1,3.8,3.8
521,2024-05-06,2,102,1,4.0,4.0
522,2024-05-06,2,105,1,4.1,4.1
523,2024-05-06,2,102,1,4.0,4.0
524,2024-05-06,3,101,1,3.8,3.8
525,2024-05-06,3,107,1,3.5,3.5
526,2024-05-06,3,106,3,3.2,9.6
527,2024-05-06,3,103,1,3.9,3.9
528,2024-05-06,3,104,1,4.2,4.2
529,2024-05-06,3,107,1,3.5,3.5
530,2024-05-06,3,109,1,2.2,2.2
531,2024-05-06,3,107,1,3.5,3.5
532,2024-05-06,3,108,1,4.5,4.5
533,2024-05-06,3,105,1,4.1,4.1
534,2024-05-06,4,109,1,2.2,2.2
535,2024-05-06,4,105,2,4.1,8.2
536,2024-05-06,4,102,1,4.0,4.0
537,2024-05-06,4,103,1,3.9,3.9
538,2024-05-06,4,110,1,3.4,3.4
539,2024-05-06,4,101,1,3.8,3.8
540,2024-05-06,4,107,3,3.5,10.5
541,2024-05-06,4,107,1,3.5,3.5
542,2024-05-06,5,105,2,4.1,8.2
543,2024-05-06,5,108,1,4.5,4.5
544,2024-05-06,5,106,2,3.2,6.4
545,2024-05-06,5,104,3,4.2,12.6
546,2024-05-06,5,106,2,3.2,6.4
547,2024-05-06,5,103,1,3.9,3.9
548,2024-05-06,5,104,1,4.2,4.2
549,2024-05-06,6,102,3,4.0,12.0
550,2024-05-06,6,108,1,4.5,4.5
551,2024-05-06,6,104,1,4.2,4.2
552,2024-05-06,6,101,1,3.8,3.8
553,2024-05-06,6,107,1,3.5,3.5
554,2024-05-06,6,108,1,4.5,4.5
555,2024-05-06,6,101,1,3.8,3.8
556,2024-05-06,7,108,1,4.5,4.5
557,2024-05-06,7,102,2,4.0,8.0
558,2024-05-06,7,103,2,3.9,7.8
559,2024-05-06,7,107,1,3.5,3.5
560,2024-05-06,7,110,1,3.4,3.4
561,2024-05-06,7,103,1,3.9,3.9
562,2024-05-06,7,108,2,4.5,9.0
563,2024-05-06,8,103,1,3.9,3.9
564,2024-05-06,8,108,1,4.5,4.5
565,2024-05-06,8,106,1,3.2,3.2
566,2024-05-06,8,108,1,4.5,4.5
567,2024-05-06,8,103,1,3.9,3.9
568,2024-05-06,8,107,2,3.5,7.0
569,2024-05-06,8,105,1,4.1,4.1
570,2024-05-06,8,108,1,4.5,4.5
571,2024-05-06,9,101,1,3.8,3.8
572,2024-05-06,9,105,1,4.1,4.1
573,2024-05-06,9,107,2,3.5,7.0
574,2024-05-06,9,102,3,4.0,12.0
575,2024-05-06,9,102,1,4.0,4.0
576,2024-05-06,9,101,1,3.8,3.8
577,2024-05-06,9,101,1,3.8,3.8
578,2024-05-06,9,102,2,4.0,8.0
579,2024-05-06,9,104,2,4.2,8.4
580,2024-05-06,9,110,1,3.4,3.4
581,2024-05-06,10,105,1,4.1,4.1
582,2024-05-06,10,101,1,3.8,3.8
583,2024-05-06,10,105,3,4.1,12.3
584,2024-05-06,10,102,1,4.0,4.0
585,2024-05-06,10,103,2,3.9,7.8
586,2024-05-06,10,107,1,3.5,3.5
587,2024-05-06,10,101,1,3.8,3.8
588,2024-05-06,10,108,1,4.5,4.5
589,2024-05-06,11,105,1,4.1,4.1
590,2024-05-06,11,107,1,3.5,3.5
591,2024-05-06,11,103,1,3.9,3.9
592,2024-05-06,11,104,1,4.2,4.2
593,2024-05-06,11,102,2,4.0,8.0
594,2024-05-06,11,102,2,4.0,8.0
595,2024-05-06,11,103,1,3.9,3.9
596,2024-05-06,11,101,1,3.8,3.8
597,2024-05-06,11,102,1,4.0,4.0
598,2024-05-06,11,103,1,3.9,3.9
599,2024-05-06,12,103,1,3.9,3.9
600,2024-05-06,12,102,1,4.0,4.0
601,2024-05-06,12,105,1,4.1,4.1
602,2024-05-06,12,101,1,3.8,3.8
603,2024-05-06,12,107,1,3.5,3.5
604,2024-05-06,12,108,2,4.5,9.0
605,2024-05-06,12,108,1,4.5,4.5
606,2024-05-06,12,109,1,2.2,2.2
